,Date,Time,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Referee,Sh,SoT,Dist,FK,PK,PKatt,Team,Opp,Hour,Day,GF_rolling,GA_rolling,xG_rolling,xGA_rolling,Poss_rolling,Sh_rolling,SoT_rolling,Dist_rolling,FK_rolling,PK_rolling,PKatt_rolling
91,2024-11-10,16:30,1,0,1.0,1.0,0,1.5,1.5,49.0,11,17.0,3.0,20.8,3.0,0,0,5,0,16,6,1.3333333333333333,1.3333333333333333,1.2333333333333332,1.8999999999999997,53.666666666666664,13.666666666666666,4.0,16.266666666666666,0.3333333333333333,0.0,0.0
92,2024-11-23,12:30,0,1,2.0,1.0,10,2.7,1.1,63.0,0,16.0,6.0,14.2,0.0,0,0,5,10,12,5,1.3333333333333333,1.0,1.3999999999999997,1.7666666666666666,51.0,15.333333333333334,4.333333333333333,17.833333333333332,1.0,0.0,0.0
93,2024-12-01,13:30,1,1,3.0,0.0,1,1.6,1.2,64.0,18,17.0,8.0,15.8,0.0,0,0,5,1,13,6,1.3333333333333333,1.0,1.7666666666666664,1.5333333333333332,55.333333333333336,15.0,4.0,17.0,1.0,0.0,0.0
94,2024-12-04,19:30,0,1,5.0,1.0,16,5.2,1.6,55.0,21,26.0,11.0,12.6,1.0,0,0,5,16,19,2,2.0,0.6666666666666666,1.9333333333333333,1.2666666666666666,58.666666666666664,16.666666666666668,5.666666666666667,16.933333333333334,1.0,0.0,0.0
95,2024-12-08,16:30,0,1,4.0,3.0,17,2.8,2.8,61.0,1,15.0,6.0,17.9,0.0,2,2,5,17,16,6,3.3333333333333335,0.6666666666666666,3.1666666666666665,1.3,60.666666666666664,19.666666666666668,8.333333333333334,14.200000000000001,0.3333333333333333,0.0,0.0
96,2024-12-15,19:00,1,1,2.0,1.0,3,2.2,1.6,62.0,13,26.0,8.0,16.2,0.0,0,0,5,3,19,6,4.0,1.3333333333333333,3.1999999999999997,1.8666666666666665,60.0,19.333333333333332,8.333333333333334,15.433333333333332,0.3333333333333333,0.6666666666666666,0.6666666666666666
97,2024-12-22,14:00,0,0,0.0,0.0,7,1.2,1.0,75.0,2,12.0,4.0,16.8,2.0,0,0,5,7,14,6,3.6666666666666665,1.6666666666666667,3.4,2.0,59.333333333333336,22.333333333333332,8.333333333333334,15.566666666666668,0.3333333333333333,0.6666666666666666,0.6666666666666666
98,2024-12-26,15:00,1,0,1.0,2.0,8,1.1,1.8,47.0,16,12.0,8.0,18.7,1.0,0,0,5,8,15,3,2.0,1.3333333333333333,2.0666666666666664,1.8,66.0,17.666666666666668,6.0,16.966666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666
99,2024-08-24,15:00,1,0,0.0,2.0,18,1.3,1.4,58.0,14,14.0,2.0,19.5,0.0,0,0,6,18,15,5,1.0,2.0,1.2,1.6,54.0,14.0,6.0,19.2,1.0,0.0,0.0
100,2024-09-01,13:30,0,0,1.0,1.0,5,0.5,2.4,38.0,7,9.0,3.0,20.6,1.0,0,0,6,5,13,6,0.5,2.0,1.25,1.5,56.0,14.0,4.0,19.35,0.5,0.0,0.0
101,2024-09-14,15:00,1,0,2.0,2.0,10,2.5,1.2,66.0,21,19.0,3.0,15.4,1.0,1,1,6,10,15,5,0.6666666666666666,1.6666666666666667,1.0,1.8,50.0,12.333333333333334,3.6666666666666665,19.766666666666666,0.6666666666666666,0.0,0.0
102,2024-09-21,17:30,1,0,0.0,0.0,13,1.0,1.6,33.0,6,9.0,4.0,14.6,0.0,0,0,6,13,17,5,1.0,1.6666666666666667,1.4333333333333333,1.6666666666666667,54.0,14.0,2.6666666666666665,18.5,0.6666666666666666,0.3333333333333333,0.3333333333333333
103,2024-09-28,15:00,0,0,1.0,2.0,7,0.9,0.9,59.0,0,17.0,4.0,17.3,1.0,0,0,6,7,15,5,1.0,1.0,1.3333333333333333,1.7333333333333334,45.666666666666664,12.333333333333334,3.3333333333333335,16.866666666666664,0.6666666666666666,0.3333333333333333,0.3333333333333333
104,2024-10-05,12:30,1,0,0.0,1.0,11,0.6,1.4,32.0,17,9.0,5.0,21.9,0.0,0,0,6,11,12,5,1.0,1.3333333333333333,1.4666666666666668,1.2333333333333334,52.666666666666664,15.0,3.6666666666666665,15.766666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
105,2024-10-21,20:00,0,0,0.0,1.0,15,1.0,1.7,49.0,20,20.0,7.0,21.1,0.0,0,0,6,15,20,0,0.3333333333333333,1.0,0.8333333333333334,1.3,41.333333333333336,11.666666666666666,4.333333333333333,17.933333333333334,0.3333333333333333,0.0,0.0
106,2024-10-27,14:00,1,1,1.0,0.0,17,0.8,0.7,34.0,4,14.0,6.0,19.6,1.0,0,0,6,17,14,6,0.3333333333333333,1.3333333333333333,0.8333333333333334,1.3333333333333333,46.666666666666664,15.333333333333334,5.333333333333333,20.099999999999998,0.3333333333333333,0.0,0.0
107,2024-11-02,17:30,0,0,2.0,2.0,19,2.4,1.5,43.0,1,19.0,6.0,13.3,0.0,0,0,6,19,17,5,0.3333333333333333,0.6666666666666666,0.8000000000000002,1.2666666666666666,38.333333333333336,14.333333333333334,6.0,20.86666666666667,0.3333333333333333,0.0,0.0
108,2024-11-09,15:00,1,0,0.0,2.0,8,1.5,1.8,36.0,12,13.0,4.0,17.1,0.0,0,0,6,8,15,5,1.0,1.0,1.3999999999999997,1.3,42.0,17.666666666666668,6.333333333333333,18.0,0.3333333333333333,0.0,0.0
109,2024-11-23,15:00,0,0,2.0,2.0,1,1.3,3.0,31.0,20,13.0,6.0,18.3,1.0,0,0,6,1,15,5,1.0,1.3333333333333333,1.5666666666666664,1.3333333333333333,37.666666666666664,15.333333333333334,5.333333333333333,16.666666666666668,0.3333333333333333,0.0,0.0
110,2024-11-30,15:00,1,0,1.0,1.0,14,1.7,0.0,49.0,5,16.0,3.0,13.6,0.0,0,0,6,14,15,5,1.3333333333333333,2.0,1.7333333333333334,2.1,36.666666666666664,15.0,5.333333333333333,16.233333333333334,0.3333333333333333,0.0,0.0
111,2024-12-03,19:30,0,1,1.0,0.0,9,1.6,0.5,46.0,3,13.0,3.0,15.2,0.0,0,0,6,9,19,1,1.0,1.6666666666666667,1.5,1.5999999999999999,38.666666666666664,14.0,4.333333333333333,16.333333333333336,0.3333333333333333,0.0,0.0
112,2024-12-07,15:00,1,0,2.0,2.0,12,1.3,1.4,32.0,14,12.0,3.0,19.1,0.0,0,0,6,12,15,5,1.3333333333333333,1.0,1.5333333333333332,1.1666666666666667,42.0,14.0,4.0,15.700000000000001,0.3333333333333333,0.0,0.0
113,2024-12-15,14:00,0,1,3.0,1.0,4,2.2,1.0,36.0,11,13.0,5.0,12.6,0.0,0,0,6,4,14,6,1.3333333333333333,1.0,1.5333333333333332,0.6333333333333333,42.333333333333336,13.666666666666666,3.0,15.966666666666669,0.0,0.0,0.0
114,2024-12-21,17:30,1,0,1.0,5.0,0,1.6,2.5,42.0,17,15.0,6.0,16.3,0.0,0,0,6,0,17,5,2.0,1.0,1.7,0.9666666666666667,38.0,12.666666666666666,3.6666666666666665,15.633333333333333,0.0,0.0,0.0
115,2024-12-26,15:00,0,0,0.0,0.0,2,0.4,1.4,48.0,19,10.0,4.0,19.4,0.0,0,0,6,2,15,3,2.0,2.6666666666666665,1.7,1.6333333333333335,36.666666666666664,13.333333333333334,4.666666666666667,16.000000000000004,0.0,0.0,0.0
116,2024-08-24,15:00,0,0,0.0,4.0,17,1.0,2.4,30.0,1,10.0,1.0,10.0,0.0,0,0,7,17,15,5,0.0,3.0,0.5,1.4,40.0,9.0,1.0,18.4,0.0,0.0,0.0
117,2024-08-31,15:00,1,0,2.0,3.0,2,1.8,2.4,47.0,18,18.0,8.0,15.7,0.0,0,0,7,2,15,5,0.0,3.5,0.75,1.9,35.0,9.5,1.0,14.2,0.0,0.0,0.0
118,2024-09-14,17:30,0,0,2.0,3.0,1,0.9,2.1,28.0,3,6.0,2.0,12.6,0.0,0,0,7,1,17,5,0.6666666666666666,3.3333333333333335,1.0999999999999999,2.0666666666666664,39.0,12.333333333333334,3.3333333333333335,14.699999999999998,0.0,0.0,0.0
119,2024-09-21,15:00,0,0,1.0,1.0,10,1.1,0.7,42.0,5,17.0,5.0,17.7,1.0,0,0,7,10,15,5,1.3333333333333333,3.3333333333333335,1.2333333333333334,2.3,35.0,11.333333333333334,3.6666666666666665,12.766666666666666,0.0,0.0,0.0
120,2024-09-28,15:00,1,1,2.0,1.0,6,0.9,0.9,41.0,0,8.0,2.0,15.3,0.0,0,0,7,6,15,5,1.6666666666666667,2.3333333333333335,1.2666666666666668,1.7333333333333334,39.0,13.666666666666666,5.0,15.333333333333334,0.3333333333333333,0.0,0.0
121,2024-10-05,17:30,1,0,0.0,0.0,14,0.7,2.1,33.0,3,8.0,2.0,24.3,1.0,0,0,7,14,17,5,1.6666666666666667,1.6666666666666667,0.9666666666666667,1.2333333333333334,37.0,10.333333333333334,3.0,15.200000000000001,0.3333333333333333,0.0,0.0
122,2024-10-19,15:00,0,1,2.0,0.0,9,1.7,1.3,45.0,11,11.0,8.0,16.4,1.0,0,0,7,9,15,5,1.0,0.6666666666666666,0.9,1.2333333333333334,38.666666666666664,11.0,3.0,19.099999999999998,0.6666666666666666,0.0,0.0
123,2024-10-26,17:30,1,0,1.0,1.0,8,0.8,1.2,40.0,8,10.0,5.0,14.3,0.0,0,0,7,8,17,5,1.3333333333333333,0.3333333333333333,1.0999999999999999,1.4333333333333333,39.666666666666664,9.0,4.0,18.666666666666668,0.6666666666666666,0.0,0.0
124,2024-11-02,15:00,0,0,0.0,1.0,16,1.6,0.7,35.0,0,16.0,5.0,17.9,2.0,0,0,7,16,15,5,1.0,0.3333333333333333,1.0666666666666667,1.5333333333333332,39.333333333333336,9.666666666666666,5.0,18.333333333333336,0.6666666666666666,0.0,0.0
125,2024-11-09,15:00,0,0,0.0,0.0,18,1.1,0.8,51.0,18,18.0,4.0,18.2,0.0,0,0,7,18,15,5,1.0,0.6666666666666666,1.3666666666666665,1.0666666666666667,40.0,12.333333333333334,6.0,16.2,1.0,0.0,0.0
126,2024-11-23,15:00,1,0,0.0,0.0,3,1.2,1.1,59.0,2,27.0,5.0,19.9,0.0,0,0,7,3,15,5,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.9,42.0,14.666666666666666,4.666666666666667,16.8,0.6666666666666666,0.0,0.0
127,2024-12-01,13:30,0,0,0.0,4.0,13,0.6,1.1,40.0,8,8.0,2.0,21.3,2.0,0,0,7,13,13,6,0.0,0.3333333333333333,1.3,0.8666666666666667,48.333333333333336,20.333333333333332,4.666666666666667,18.666666666666668,0.6666666666666666,0.0,0.0
128,2024-12-04,19:30,1,1,4.0,0.0,19,1.0,0.8,44.0,12,13.0,4.0,18.7,1.0,0,0,7,19,19,2,0.0,1.3333333333333333,0.9666666666666667,1.0,50.0,17.666666666666668,3.6666666666666665,19.8,0.6666666666666666,0.0,0.0
129,2024-12-14,15:00,0,0,0.0,0.0,0,0.1,1.2,24.0,3,2.0,0.0,19.3,0.0,0,0,7,0,15,5,1.3333333333333333,1.3333333333333333,0.9333333333333332,1.0000000000000002,47.666666666666664,16.0,3.6666666666666665,19.96666666666667,1.0,0.0,0.0
130,2024-12-22,14:00,1,0,0.0,0.0,5,1.0,1.2,25.0,2,5.0,4.0,19.8,1.0,0,0,7,5,14,6,1.3333333333333333,1.3333333333333333,0.5666666666666667,1.0333333333333334,36.0,7.666666666666667,2.0,19.76666666666667,1.0,0.0,0.0
131,2024-12-26,12:30,0,0,1.0,1.0,12,0.7,2.1,34.0,17,8.0,3.0,16.8,0.0,0,0,7,12,12,3,1.3333333333333333,0.0,0.7000000000000001,1.0666666666666667,31.0,6.666666666666667,2.6666666666666665,19.266666666666666,0.6666666666666666,0.0,0.0
132,2024-08-24,15:00,1,1,2.0,1.0,10,1.8,0.6,54.0,4,18.0,6.0,15.8,1.0,0,0,8,10,15,5,0.0,1.0,0.4,2.4,45.0,10.0,2.0,16.9,0.0,0.0,0.0
133,2024-08-31,15:00,0,0,1.0,1.0,9,0.9,0.4,52.0,10,9.0,4.0,13.1,0.0,0,0,8,9,15,5,1.0,1.0,1.1,1.5,49.5,14.0,4.0,16.35,0.5,0.0,0.0
134,2024-09-14,15:00,1,0,1.0,1.0,18,1.5,0.8,54.0,20,21.0,5.0,16.4,2.0,0,0,8,18,15,5,1.0,1.0,1.0333333333333334,1.1333333333333333,50.333333333333336,12.333333333333334,4.0,15.266666666666666,0.3333333333333333,0.0,0.0
135,2024-09-21,15:00,1,1,3.0,1.0,14,2.2,1.5,39.0,13,22.0,11.0,15.4,0.0,0,0,8,14,15,5,1.3333333333333333,1.0,1.4000000000000001,0.6,53.333333333333336,16.0,5.0,15.1,1.0,0.0,0.0
136,2024-09-28,15:00,0,1,1.0,0.0,15,1.3,0.8,59.0,9,13.0,1.0,20.2,0.0,1,1,8,15,15,5,1.6666666666666667,1.0,1.5333333333333332,0.9,48.333333333333336,17.333333333333332,6.666666666666667,14.966666666666667,0.6666666666666666,0.0,0.0
137,2024-10-05,15:00,0,0,2.0,3.0,12,2.6,1.6,42.0,13,11.0,4.0,14.0,0.0,0,0,8,12,15,5,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0333333333333332,50.666666666666664,18.666666666666668,5.666666666666667,17.333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333
138,2024-10-19,15:00,1,0,1.0,3.0,1,1.8,1.6,52.0,5,9.0,3.0,12.3,0.0,0,1,8,1,15,5,2.0,1.3333333333333333,2.0333333333333337,1.3,46.666666666666664,15.333333333333334,5.333333333333333,16.53333333333333,0.0,0.3333333333333333,0.3333333333333333
139,2024-10-26,17:30,0,0,1.0,1.0,7,1.2,0.8,60.0,8,14.0,3.0,18.2,0.0,0,0,8,7,17,5,1.3333333333333333,2.0,1.9000000000000001,1.3333333333333333,51.0,11.0,2.6666666666666665,15.5,0.0,0.3333333333333333,0.6666666666666666
140,2024-11-04,20:00,1,1,2.0,1.0,3,1.3,0.6,68.0,18,26.0,12.0,18.3,0.0,0,0,8,3,20,0,1.3333333333333333,2.3333333333333335,1.866666666666667,1.3333333333333333,51.333333333333336,11.333333333333334,3.3333333333333335,14.83333333333333,0.0,0.0,0.3333333333333333
141,2024-11-09,15:00,0,1,2.0,0.0,6,1.8,1.5,64.0,12,17.0,7.0,17.0,0.0,0,0,8,6,15,5,1.3333333333333333,1.6666666666666667,1.4333333333333333,1.0,60.0,16.333333333333332,6.0,16.266666666666666,0.0,0.0,0.3333333333333333
142,2024-11-23,15:00,1,0,1.0,4.0,19,1.0,1.3,59.0,14,10.0,3.0,17.2,0.0,0,0,8,19,15,5,1.6666666666666667,0.6666666666666666,1.4333333333333336,0.9666666666666668,64.0,19.0,7.333333333333333,17.833333333333332,0.0,0.0,0.0
143,2024-12-01,13:30,0,0,1.0,1.0,17,1.5,0.8,49.0,4,14.0,6.0,13.4,0.0,0,0,8,17,13,6,1.6666666666666667,1.6666666666666667,1.3666666666666665,1.1333333333333335,63.666666666666664,17.666666666666668,7.333333333333333,17.499999999999996,0.0,0.0,0.0
144,2024-12-05,19:30,1,1,3.0,1.0,4,1.1,1.4,43.0,13,6.0,2.0,14.3,0.0,0,0,8,4,19,3,1.3333333333333333,1.6666666666666667,1.4333333333333336,1.2000000000000002,57.333333333333336,13.666666666666666,5.333333333333333,15.866666666666662,0.0,0.0,0.0
145,2024-12-08,14:00,1,0,1.0,1.0,0,0.2,1.8,34.0,2,2.0,2.0,14.4,0.0,0,0,8,0,14,6,1.6666666666666667,2.0,1.2,1.1666666666666667,50.333333333333336,10.0,3.6666666666666665,14.966666666666663,0.0,0.0,0.0
146,2024-12-14,15:00,0,0,2.0,2.0,11,1.2,2.1,39.0,21,12.0,3.0,16.9,1.0,0,0,8,11,15,5,1.6666666666666667,1.0,0.9333333333333335,1.3333333333333333,42.0,7.333333333333333,3.3333333333333335,14.033333333333331,0.0,0.0,0.0
147,2024-12-22,14:00,1,0,0.0,0.0,16,0.9,0.3,57.0,20,15.0,5.0,20.0,0.0,0,0,8,16,14,6,2.0,1.3333333333333333,0.8333333333333334,1.7666666666666668,38.666666666666664,6.666666666666667,2.3333333333333335,15.199999999999998,0.3333333333333333,0.0,0.0
148,2024-12-26,15:00,0,1,2.0,1.0,5,1.8,1.1,53.0,16,14.0,7.0,16.2,1.0,0,0,8,5,15,3,1.0,1.0,0.7666666666666666,1.4000000000000001,43.333333333333336,9.666666666666666,3.3333333333333335,17.099999999999998,0.3333333333333333,0.0,0.0
149,2024-08-24,15:00,0,0,1.0,4.0,12,0.3,3.3,25.0,15,1.0,1.0,21.1,0.0,0,0,9,12,15,5,0.0,2.0,0.5,2.6,38.0,7.0,2.0,16.0,0.0,0.0,0.0
150,2024-08-31,15:00,1,0,1.0,1.0,8,0.4,0.9,48.0,10,11.0,4.0,18.0,1.0,0,0,9,8,15,5,0.5,3.0,0.4,2.95,31.5,4.0,1.5,18.55,0.0,0.0,0.0
151,2024-09-14,15:00,0,0,0.0,0.0,4,0.3,1.6,32.0,16,6.0,1.0,16.6,0.0,0,0,9,4,15,5,0.6666666666666666,2.3333333333333335,0.39999999999999997,2.2666666666666666,37.0,6.333333333333333,2.3333333333333335,18.366666666666667,0.3333333333333333,0.0,0.0
152,2024-09-21,15:00,0,0,1.0,1.0,16,1.6,2.4,47.0,15,13.0,6.0,14.1,0.0,0,0,9,16,15,5,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.933333333333333,35.0,6.0,2.0,18.566666666666666,0.3333333333333333,0.0,0.0
153,2024-09-29,14:00,1,0,2.0,2.0,1,1.2,0.8,44.0,18,15.0,5.0,18.4,0.0,0,0,9,1,14,6,0.6666666666666666,0.6666666666666666,0.7666666666666666,1.6333333333333335,42.333333333333336,10.0,3.6666666666666665,16.233333333333334,0.3333333333333333,0.0,0.0
154,2024-10-05,15:00,0,0,1.0,4.0,18,0.6,3.6,48.0,1,9.0,2.0,17.2,0.0,0,0,9,18,15,5,1.0,1.0,1.0333333333333334,1.5999999999999999,41.0,11.333333333333334,4.0,16.366666666666667,0.0,0.0,0.0
155,2024-10-19,15:00,1,0,0.0,2.0,7,1.3,1.7,55.0,11,13.0,2.0,16.6,2.0,0,0,9,7,15,5,1.3333333333333333,2.3333333333333335,1.1333333333333333,2.2666666666666666,46.333333333333336,12.333333333333334,4.333333333333333,16.566666666666666,0.0,0.0,0.0
156,2024-10-26,15:00,0,0,3.0,4.0,3,1.3,4.0,35.0,10,11.0,5.0,17.4,0.0,0,0,9,3,15,5,1.0,2.6666666666666665,1.0333333333333332,2.0333333333333337,49.0,12.333333333333334,3.0,17.400000000000002,0.6666666666666666,0.0,0.0
157,2024-11-02,15:00,1,0,1.0,1.0,10,1.0,1.5,43.0,20,14.0,2.0,16.9,1.0,0,0,9,10,15,5,1.3333333333333333,3.3333333333333335,1.0666666666666667,3.1,46.0,11.0,3.0,17.066666666666666,0.6666666666666666,0.0,0.0
158,2024-11-10,14:00,0,1,2.0,1.0,17,1.6,1.5,34.0,5,8.0,3.0,11.4,0.0,0,0,9,17,14,6,1.3333333333333333,2.3333333333333335,1.2,2.4,44.333333333333336,12.666666666666666,3.0,16.966666666666665,1.0,0.0,0.0
159,2024-11-24,16:30,1,0,1.0,1.0,13,1.6,0.8,40.0,1,11.0,6.0,19.5,1.0,0,0,9,13,16,6,2.0,2.0,1.3,2.3333333333333335,37.333333333333336,11.0,3.3333333333333335,15.233333333333334,0.3333333333333333,0.0,0.0
160,2024-11-30,15:00,0,0,0.0,1.0,15,0.6,1.6,55.0,21,7.0,2.0,14.9,0.0,0,0,9,15,15,5,1.3333333333333333,1.0,1.4000000000000001,1.2666666666666666,39.0,11.0,3.6666666666666665,15.933333333333332,0.6666666666666666,0.0,0.0
161,2024-12-03,19:30,1,0,0.0,1.0,6,0.5,1.6,54.0,3,9.0,2.0,17.6,0.0,0,0,9,6,19,1,1.0,1.0,1.2666666666666668,1.3,43.0,8.666666666666666,3.6666666666666665,15.266666666666667,0.3333333333333333,0.0,0.0
162,2024-12-08,14:00,1,0,1.0,2.0,2,1.3,3.2,44.0,12,18.0,5.0,18.4,0.0,0,0,9,2,14,6,0.3333333333333333,1.0,0.9,1.3333333333333333,49.666666666666664,9.0,3.3333333333333335,17.333333333333336,0.3333333333333333,0.0,0.0
163,2024-12-14,15:00,0,1,2.0,1.0,19,1.1,1.3,46.0,17,10.0,3.0,15.7,0.0,0,0,9,19,15,5,0.3333333333333333,1.3333333333333333,0.8000000000000002,2.1333333333333333,51.0,11.333333333333334,3.0,16.96666666666667,0.0,0.0,0.0
164,2024-12-21,15:00,1,0,0.0,4.0,14,0.7,2.3,42.0,18,10.0,2.0,17.8,0.0,0,0,9,14,15,5,1.0,1.3333333333333333,0.9666666666666668,2.033333333333333,48.0,12.333333333333334,3.3333333333333335,17.233333333333334,0.0,0.0,0.0
165,2024-08-24,15:00,0,0,1.0,2.0,8,0.6,1.8,46.0,4,10.0,4.0,22.5,1.0,0,0,10,8,15,5,1.0,1.0,1.0,1.2,30.0,7.0,3.0,16.4,0.0,0.0,0.0
166,2024-08-31,15:00,1,0,1.0,2.0,1,0.4,1.4,57.0,6,9.0,3.0,20.6,0.0,0,0,10,1,15,5,1.0,1.5,0.8,1.5,38.0,8.5,3.5,19.45,0.5,0.0,0.0
167,2024-09-14,15:00,0,0,2.0,2.0,6,1.2,2.5,34.0,21,9.0,4.0,19.2,0.0,0,0,10,6,15,5,1.0,1.6666666666666667,0.6666666666666666,1.4666666666666668,44.333333333333336,8.666666666666666,3.3333333333333335,19.833333333333332,0.3333333333333333,0.0,0.0
168,2024-09-21,15:00,1,0,1.0,1.0,7,0.7,1.1,58.0,5,12.0,2.0,16.0,0.0,0,0,10,7,15,5,1.3333333333333333,2.0,0.7333333333333334,1.8999999999999997,45.666666666666664,9.333333333333334,3.6666666666666665,20.766666666666666,0.3333333333333333,0.0,0.0
169,2024-09-28,15:00,0,0,2.0,4.0,0,0.3,4.4,26.0,16,5.0,3.0,14.5,0.0,0,0,10,0,15,5,1.3333333333333333,1.6666666666666667,0.7666666666666666,1.6666666666666667,49.666666666666664,10.0,3.0,18.599999999999998,0.0,0.0,0.0
170,2024-10-05,15:00,1,1,1.0,0.0,2,0.8,2.1,45.0,4,6.0,2.0,18.8,0.0,0,0,10,2,15,5,1.6666666666666667,2.3333333333333335,0.7333333333333333,2.6666666666666665,39.333333333333336,8.666666666666666,3.0,16.566666666666666,0.0,0.0,0.0
171,2024-10-19,15:00,0,1,3.0,2.0,16,3.1,2.1,58.0,1,17.0,3.0,16.5,0.0,1,1,10,16,15,5,1.3333333333333333,1.6666666666666667,0.6,2.533333333333333,43.0,7.666666666666667,2.3333333333333335,16.433333333333334,0.0,0.0,0.0
172,2024-10-25,20:00,1,0,1.0,3.0,15,0.8,1.7,65.0,3,11.0,1.0,21.5,0.0,0,0,10,15,20,4,2.0,2.0,1.4000000000000001,2.866666666666667,43.0,9.333333333333334,2.6666666666666665,16.599999999999998,0.0,0.3333333333333333,0.3333333333333333
173,2024-11-02,15:00,0,0,1.0,1.0,9,1.5,1.0,57.0,20,20.0,5.0,16.7,0.0,0,0,10,9,15,5,1.6666666666666667,1.6666666666666667,1.5666666666666667,1.9666666666666668,56.0,11.333333333333334,2.0,18.933333333333334,0.0,0.3333333333333333,0.3333333333333333
174,2024-11-10,14:00,0,0,0.0,3.0,13,0.6,0.8,49.0,13,6.0,5.0,23.7,0.0,0,0,10,13,14,6,1.6666666666666667,2.0,1.8,1.5999999999999999,60.0,16.0,3.0,18.233333333333334,0.0,0.3333333333333333,0.3333333333333333
175,2024-11-23,12:30,1,0,1.0,2.0,5,1.1,2.7,37.0,0,3.0,0.0,18.8,0.0,1,1,10,5,12,5,0.6666666666666666,2.3333333333333335,0.9666666666666667,1.1666666666666667,57.0,12.333333333333334,3.6666666666666665,20.633333333333336,0.0,0.0,0.0
176,2024-11-30,15:00,0,0,1.0,4.0,3,1.1,2.4,40.0,11,7.0,3.0,16.9,0.0,0,0,10,3,15,5,0.6666666666666666,2.0,1.0666666666666667,1.5,47.666666666666664,9.666666666666666,3.3333333333333335,19.733333333333334,0.0,0.3333333333333333,0.3333333333333333
177,2024-12-03,20:15,1,1,3.0,1.0,18,1.7,3.0,39.0,9,8.0,6.0,12.7,0.0,0,0,10,18,20,1,0.6666666666666666,3.0,0.9333333333333332,1.9666666666666668,42.0,5.333333333333333,2.6666666666666665,19.8,0.0,0.3333333333333333,0.3333333333333333
178,2024-12-08,14:00,1,0,2.0,2.0,4,1.3,1.5,56.0,18,10.0,3.0,14.5,1.0,0,0,10,4,14,6,1.6666666666666667,2.3333333333333335,1.3,2.6999999999999997,38.666666666666664,6.0,3.0,16.133333333333336,0.0,0.3333333333333333,0.3333333333333333
179,2024-12-14,15:00,0,0,0.0,4.0,14,0.2,3.8,41.0,19,4.0,1.0,16.6,0.0,0,0,10,14,15,5,2.0,2.3333333333333335,1.3666666666666665,2.3000000000000003,45.0,8.333333333333334,4.0,14.699999999999998,0.3333333333333333,0.0,0.0
180,2024-12-22,14:00,1,0,0.0,3.0,19,0.8,1.1,54.0,1,9.0,4.0,15.7,0.0,0,0,10,19,14,6,1.6666666666666667,2.3333333333333335,1.0666666666666667,2.766666666666666,45.333333333333336,7.333333333333333,3.3333333333333335,14.6,0.3333333333333333,0.0,0.0
181,2024-12-26,20:00,0,0,1.0,3.0,11,0.3,2.0,32.0,4,4.0,1.0,16.2,0.0,0,0,10,11,20,3,0.6666666666666666,3.0,0.7666666666666666,2.1333333333333333,50.333333333333336,7.666666666666667,2.6666666666666665,15.6,0.3333333333333333,0.0,0.0
182,2024-08-25,16:30,1,1,2.0,0.0,3,2.5,0.5,62.0,18,19.0,8.0,13.6,1.0,0,0,11,3,16,6,2.0,0.0,2.6,0.5,62.0,18.0,5.0,14.8,0.0,0.0,0.0
183,2024-09-01,16:00,0,1,3.0,0.0,13,1.8,1.4,47.0,1,11.0,3.0,13.4,0.0,0,0,11,13,16,6,2.0,0.0,2.55,0.5,62.0,18.5,6.5,14.2,0.5,0.0,0.0
184,2024-09-14,15:00,1,0,0.0,1.0,15,0.9,0.4,68.0,11,14.0,5.0,14.9,0.0,0,0,11,15,15,5,2.3333333333333335,0.0,2.3000000000000003,0.7999999999999999,57.0,16.0,5.333333333333333,13.933333333333332,0.3333333333333333,0.0,0.0
185,2024-09-21,15:00,1,1,3.0,0.0,2,2.0,1.1,58.0,21,19.0,12.0,16.6,0.0,0,0,11,2,15,5,1.6666666666666667,0.3333333333333333,1.7333333333333334,0.7666666666666666,59.0,14.666666666666666,5.333333333333333,13.966666666666667,0.3333333333333333,0.0,0.0
186,2024-09-28,17:30,0,1,2.0,1.0,19,2.5,0.6,55.0,1,9.0,5.0,18.0,1.0,1,1,11,19,17,5,2.0,0.3333333333333333,1.5666666666666667,0.9666666666666667,57.666666666666664,14.666666666666666,6.666666666666667,14.966666666666667,0.0,0.0,0.0
187,2024-10-05,12:30,0,1,1.0,0.0,6,1.4,0.6,68.0,17,16.0,4.0,18.9,0.0,0,0,11,6,12,5,1.6666666666666667,0.6666666666666666,1.8,0.7000000000000001,60.333333333333336,14.0,7.333333333333333,16.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
188,2024-10-20,16:30,1,1,2.0,1.0,5,1.9,1.0,43.0,8,8.0,4.0,22.7,1.0,1,1,11,5,16,6,2.0,0.3333333333333333,1.9666666666666668,0.7666666666666666,60.333333333333336,14.666666666666666,7.0,17.833333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333
